idx,prompt_len,resp_len,structural_jaccard,ngram_overlap_n4,affirm_prefix,sycophancy_hits,prompt_has_list,resp_has_list
561,1110,717,1.0000,0.0000,0,0,0,0
562,422,1122,1.0000,0.0000,0,0,0,0
563,809,391,0.5000,0.2449,0,0,0,0
564,64,331,1.0000,0.0364,0,0,0,0
565,312,21,1.0000,0.0000,0,0,0,0
566,59,162,1.0000,0.0000,0,0,0,0
567,640,986,0.0000,0.1273,0,0,0,1
568,355,992,0.0000,0.0806,0,0,0,0
569,1956,4281,0.4000,0.0364,0,0,0,1
570,550,1001,0.4000,0.1689,0,0,1,1
571,654,1344,0.0000,0.0559,0,0,0,0
572,40,127,0.0000,0.0714,0,0,0,1
573,1514,2064,0.5000,0.0060,0,0,1,1
574,234,437,1.0000,0.0571,0,0,0,0
575,174,305,1.0000,0.0000,0,0,0,0
576,420,844,0.0000,0.1829,0,0,0,0
577,1001,373,1.0000,0.6167,0,0,0,0
578,91,3154,0.0000,0.0000,0,0,0,1
579,581,670,0.6667,0.0000,0,0,1,0
580,34,299,1.0000,0.0323,0,0,0,0
581,513,870,0.0000,0.0323,0,0,0,0
582,829,524,0.0000,0.1538,0,0,0,0
583,364,694,0.0000,0.0250,0,0,0,0
584,211,1366,0.0000,0.0000,0,0,0,0
585,101,511,0.0000,0.0581,1,0,0,0
586,74,970,0.0000,0.0050,0,0,0,0
587,936,132,0.0000,0.0000,0,0,0,0
588,197,65,1.0000,0.0000,0,0,0,0
589,561,1563,1.0000,0.0000,0,0,0,0
590,259,611,0.0000,0.0000,0,0,0,0
591,67,277,1.0000,0.0000,0,0,0,0
592,459,1865,0.0000,0.0040,0,0,0,1
593,720,2458,0.3333,0.0000,0,0,0,0
594,1626,1806,0.7500,0.0074,0,0,1,1
595,2951,2479,0.5000,0.0969,0,0,0,1
596,664,1418,0.0000,0.0547,0,0,0,1
597,1273,1790,0.4000,0.0708,0,0,1,1
598,2767,5064,0.2000,0.0158,0,0,0,1
599,361,1169,0.0000,0.0050,1,0,0,0
600,897,810,0.6000,0.2353,1,0,1,0
601,855,1172,0.5000,0.0357,0,0,0,1
602,539,935,0.2500,0.0533,0,0,0,1
603,88,522,1.0000,0.0000,0,0,0,0
604,308,2289,0.0000,0.0000,0,0,0,1
605,1287,2427,0.4000,0.1090,0,0,1,1
606,1563,848,0.5000,0.0476,0,0,1,1
607,1269,125,0.0000,0.3913,0,0,1,0
608,92,1499,0.0000,0.0173,1,0,0,1
609,319,27,1.0000,0.0000,0,0,0,0
610,1629,8,0.2500,0.0000,0,0,1,0
611,384,1231,0.0000,0.0765,0,0,0,1
612,514,3251,0.1667,0.0465,0,0,0,1
613,545,342,0.3333,0.0000,0,0,0,0
614,342,721,0.0000,0.0000,0,0,0,1
615,163,1697,0.0000,0.0000,0,0,0,0
616,596,1379,0.0000,0.1574,0,0,0,1
617,1237,830,0.6667,0.0000,0,0,1,0
618,529,522,1.0000,0.0000,0,0,0,0
619,159,191,0.0000,0.0000,0,0,0,0
620,636,1764,1.0000,0.0548,0,0,0,0
621,112,44,1.0000,0.0000,0,0,0,0
622,1586,1334,0.6000,0.0176,0,0,1,1
623,121,3231,0.0000,0.0000,0,0,0,1
624,874,1319,0.0000,0.1677,0,0,0,1
625,456,825,0.0000,0.1150,0,0,0,0
626,1990,2196,0.5000,0.0825,1,0,0,1
627,52,875,0.0000,0.0000,0,0,0,0
628,153,1294,0.0000,0.0437,0,0,0,1
629,938,3030,0.5000,0.0800,0,0,0,1
630,173,2223,0.0000,0.0000,0,0,0,0
631,474,1337,0.0000,0.0909,0,0,0,1
632,667,1630,0.0000,0.0243,0,0,0,0
633,282,622,0.0000,0.1966,0,0,0,0
634,373,239,1.0000,0.0000,0,0,0,0
635,283,2261,0.0000,0.0000,0,0,0,0
636,255,642,0.0000,0.0556,0,0,0,0
637,1205,350,0.5000,0.0000,0,0,0,0
638,421,1074,1.0000,0.0196,0,0,0,0
639,891,1011,0.5000,0.0144,0,0,1,1
640,406,1891,0.0000,0.0000,0,0,0,1
641,60,239,1.0000,0.0833,0,0,0,0
642,1142,2085,0.2000,0.0698,0,0,0,1
643,601,427,0.0000,0.0200,0,0,0,0
644,2153,1968,0.5000,0.0596,1,0,1,1
645,1458,3478,0.5000,0.0307,0,0,1,1
646,1119,2312,0.5000,0.0536,0,0,1,1
647,1545,5,0.2500,0.0000,0,0,1,0
648,371,124,1.0000,0.1304,0,0,0,0
649,102,80,1.0000,0.0000,0,0,0,0
650,140,77,1.0000,0.0000,0,0,0,0
651,85,249,1.0000,0.0000,0,0,0,0
652,2186,3987,0.4000,0.0061,0,0,0,1
653,311,113,0.6667,0.1579,0,0,1,0
654,217,1126,0.0000,0.0000,0,0,0,0
655,1615,1408,0.6667,0.0000,0,0,0,0
656,739,38,0.0000,0.0000,0,0,0,0
657,1665,487,0.0000,0.0000,0,0,1,0
658,328,397,0.0000,0.0270,0,0,0,0
659,244,815,0.0000,0.0438,0,0,0,1
660,596,1182,1.0000,0.0000,0,0,0,0
661,276,489,0.0000,0.1414,0,0,0,0
662,1746,1673,0.7500,0.0000,0,0,1,1
663,950,530,0.6667,0.1698,0,0,1,0
664,1077,2172,0.2500,0.0326,0,0,1,0
665,1323,1976,0.2500,0.2202,0,0,1,0
666,312,21,1.0000,0.0000,0,0,0,0
667,1021,26,0.0000,0.0000,0,0,0,0
668,3996,2930,0.2000,0.0129,0,0,0,1
669,1791,1620,0.6000,0.0423,0,0,1,1
670,382,544,0.0000,0.0000,0,0,0,0
671,809,249,0.6667,0.0000,0,0,1,0
672,1919,8,0.2500,0.0000,0,0,1,0
673,307,1863,0.0000,0.0400,0,0,0,1
674,1748,5,0.2500,0.0000,0,0,1,0
675,135,3165,0.0000,0.0000,0,0,0,0
676,226,84,0.3333,0.0000,0,0,1,0
677,607,430,0.0000,0.0274,0,0,0,0
678,316,24,1.0000,0.0000,0,0,0,0
679,164,1521,0.0000,0.0342,0,0,0,0
680,1282,2682,0.5000,0.0800,0,0,1,1
681,1546,2430,0.2000,0.1845,0,0,1,1
682,135,325,0.0000,0.0339,0,0,0,0
683,104,2143,0.0000,0.0300,0,0,0,1
684,1121,4485,0.3333,0.0000,0,0,0,1
685,973,2883,0.2000,0.1579,0,0,1,1
686,967,626,0.6667,0.0000,0,0,1,0
687,1765,3490,0.0000,0.0082,0,0,0,0
688,374,710,1.0000,0.0000,0,0,0,0
689,698,1835,0.0000,0.4198,0,0,0,1
690,312,20,1.0000,0.0000,0,0,0,0
691,393,1972,0.0000,0.0279,0,0,0,0
692,158,3214,0.0000,0.0091,0,0,0,1
693,156,101,0.0000,0.0000,0,0,0,0
694,181,1265,0.0000,0.1266,0,0,0,1
695,551,99,0.6667,0.4500,0,0,1,0
696,893,1715,0.0000,0.0155,0,0,0,0
697,52,40,1.0000,0.0000,0,0,0,0
698,973,189,0.2000,0.0000,0,0,1,0
699,109,1312,0.0000,0.0000,0,0,0,1
700,1123,384,0.4000,0.0000,0,0,1,0
701,317,24,1.0000,0.0000,0,0,0,0
702,81,1833,0.0000,0.0153,0,0,0,1
703,42,18,1.0000,0.0000,0,0,0,0
704,1114,1198,0.2000,0.1444,0,0,1,1
705,1181,424,0.5000,0.0149,0,0,0,0
706,1642,7,0.2500,0.0000,0,0,1,0
707,312,21,1.0000,0.0000,0,0,0,0
708,1107,3267,0.4000,0.0725,0,0,1,1
709,166,894,0.0000,0.1613,0,0,0,0
710,862,7,0.5000,0.0000,0,0,0,0
711,422,247,0.0000,0.0270,0,0,0,0
712,1705,7,0.2500,0.0000,0,0,1,0
713,413,581,0.0000,0.0000,0,0,0,0
714,71,644,1.0000,0.0995,0,0,0,0
715,321,5952,0.0000,0.0000,0,0,0,1
716,316,24,1.0000,0.0000,0,0,0,0
717,1568,3559,0.0000,0.0339,0,0,0,0
718,1292,2621,0.4000,0.2128,0,0,1,1
719,38,638,1.0000,0.0000,0,0,0,0
720,1132,1433,0.6667,0.0338,0,0,1,1
721,315,23,1.0000,0.0000,0,0,0,0
722,1735,5,0.2500,0.0000,0,0,1,0
723,57,240,1.0000,0.0698,0,0,0,0
724,316,24,1.0000,0.0000,0,0,0,0
725,192,184,1.0000,0.0000,0,0,0,0
726,636,944,0.2500,0.0000,0,0,0,1
727,1727,1342,0.7500,0.0100,0,0,1,1
728,1412,2863,0.5000,0.1425,0,0,1,0
729,1128,7729,0.5000,0.0308,0,0,1,1
730,329,273,0.0000,0.0952,0,0,0,0
731,463,8,0.0000,0.0000,0,0,0,0
732,2182,2813,0.6000,0.1041,0,0,1,1
733,42,323,1.0000,0.0192,0,0,0,0
734,2703,3184,0.2500,0.3504,0,0,0,1
735,1441,2860,0.4000,0.0595,0,0,1,1
736,1588,1694,0.6000,0.0271,0,0,1,1
737,561,943,0.3333,0.1613,0,0,0,0
738,1417,2952,0.5000,0.0308,0,0,1,1
739,97,1987,0.0000,0.0129,0,0,0,1
740,1417,2572,0.6667,0.0668,0,0,0,1
741,671,315,0.6667,0.0000,0,0,1,0
742,398,447,0.0000,0.1772,0,0,0,0
743,500,844,0.3333,0.1481,0,0,1,0
744,309,17,1.0000,0.0000,0,0,0,0
745,1341,3190,0.6667,0.0000,0,0,1,0
746,1032,1415,0.0000,0.2000,0,0,0,0
747,1265,2737,0.4000,0.0810,0,0,1,1
748,501,1254,0.0000,0.0164,0,0,0,0
749,92,239,0.3333,0.1429,1,0,0,0
750,2344,1449,0.3333,0.0040,0,0,0,1
751,841,630,0.5000,0.0000,0,0,1,0
752,1888,7,0.2500,0.0000,0,0,1,0
753,851,2269,0.2500,0.1033,0,0,1,0
754,495,13,0.5000,0.0000,0,0,0,0
755,705,1100,0.0000,0.0071,0,0,0,1
756,53,552,1.0000,0.0000,0,0,0,0
757,148,257,1.0000,0.0000,0,0,0,0
758,611,976,1.0000,0.0892,1,0,0,0
759,540,1162,0.0000,0.1705,0,0,0,1
760,17,6,1.0000,0.0000,0,0,0,0
761,887,2565,0.2000,0.0482,0,0,1,1
762,68,536,1.0000,0.0000,0,0,0,0
763,982,1873,0.2500,0.1019,0,0,1,1
764,4272,3745,0.8000,0.0489,0,0,0,1
765,1167,1495,0.4000,0.0988,0,0,1,0
766,1676,7,0.2500,0.0000,0,0,1,0
767,1278,156,0.0000,0.0000,0,0,1,0
768,862,405,0.6667,0.0196,0,0,1,0
769,182,848,0.0000,0.0000,0,0,0,1
770,37,107,1.0000,0.0000,0,0,0,0
771,1691,7,0.2500,0.0000,0,0,1,0
772,1285,2310,0.2000,0.0333,0,0,1,1
773,105,542,0.3333,0.0133,1,0,0,0
774,307,16,1.0000,0.0000,0,0,0,0
775,419,9,0.0000,0.0000,0,0,0,0
776,1016,2822,0.5000,0.0754,0,0,1,1
777,619,824,0.0000,0.1736,0,0,0,1
778,33,417,0.0000,0.0000,0,0,0,0
779,1723,2632,0.4000,0.1422,0,0,1,1
780,1802,1044,0.5000,0.0000,0,0,1,1
781,92,821,0.0000,0.0000,0,0,0,1
782,87,407,1.0000,0.1955,0,0,0,0
783,612,4101,0.3333,0.0071,0,0,0,1
784,1785,1399,0.7500,0.0417,0,0,1,1
785,277,161,1.0000,0.0000,0,0,0,0
786,685,331,1.0000,0.0000,0,0,0,0
787,343,463,0.0000,0.0989,0,0,0,0
788,983,2209,0.2000,0.1148,0,0,1,1
789,130,26,0.5000,0.0000,0,0,0,0
790,1095,2515,0.5000,0.0605,0,0,0,1
791,1043,2175,0.3333,0.1542,0,0,1,0
792,458,222,1.0000,0.0000,0,0,0,0
793,177,1628,0.0000,0.0084,0,0,0,0
794,609,1218,0.6667,0.0000,0,0,1,0
795,359,637,0.0000,0.0854,0,0,0,0
796,634,2350,0.0000,0.0306,0,0,0,1
797,274,19,0.0000,1.0000,0,0,0,0
798,2784,43,0.0000,0.0000,0,0,0,0
799,316,27,1.0000,0.0000,0,0,0,0
800,244,168,0.0000,0.0000,0,0,1,0
801,142,1315,0.0000,0.0000,1,0,0,0
802,309,17,1.0000,0.0000,1,0,0,0
803,175,513,1.0000,0.0000,0,0,0,0
804,214,1613,0.0000,0.0270,0,0,0,1
805,1098,3106,0.4000,0.0874,0,0,1,1
806,440,751,0.0000,0.1290,0,0,0,0
807,463,1389,0.0000,0.1288,0,0,0,1
808,1174,1189,0.5000,0.0905,0,0,1,0
809,312,21,1.0000,0.0000,0,0,0,0
810,1043,1418,0.0000,0.0312,0,0,0,0
811,659,1,0.0000,0.0000,0,0,0,0
812,1491,75,0.3333,0.1667,0,0,1,0
813,241,426,0.3333,0.0000,0,0,0,0
814,1524,3353,0.4000,0.0839,0,0,1,1
815,227,130,0.3333,0.0000,0,0,1,0
816,1193,2942,0.4000,0.0389,0,0,1,1
817,1312,3127,0.4000,0.0315,0,0,1,1
818,1687,2181,0.5000,0.1072,0,0,1,1
819,1163,1936,0.6000,0.1290,0,0,1,1
820,246,1133,0.0000,0.0547,0,0,0,1
821,496,135,0.5000,0.0000,0,0,0,0
822,1767,7,0.2500,0.0000,0,0,1,0
823,937,1404,0.4000,0.0506,0,0,1,0
824,865,2933,0.5000,0.0832,0,0,1,1
825,146,196,0.5000,0.0000,0,0,0,0
826,14,17,1.0000,0.0000,0,0,0,0
827,506,629,0.0000,0.0316,0,0,0,0
828,408,1194,0.3333,0.0299,1,0,0,0
829,142,522,1.0000,0.0000,0,0,0,0
830,1784,8,0.2500,0.0000,0,0,1,0
831,1015,1678,0.4000,0.0651,0,0,1,1
832,1163,4092,0.4000,0.0200,0,0,1,1
833,155,390,1.0000,0.0000,0,0,0,0
834,179,2937,0.0000,0.0095,0,0,0,1
835,430,242,1.0000,0.0000,0,0,0,0
836,308,17,1.0000,0.0000,0,0,0,0
837,316,24,1.0000,0.0000,0,0,0,0
838,740,2450,0.5000,0.1239,0,0,1,1
839,71,37,1.0000,0.3333,0,0,0,0
840,1017,2355,0.2000,0.0204,0,0,0,1
841,381,9,0.0000,0.0000,0,0,0,0
842,1407,6455,0.2500,0.0497,0,0,1,0
843,184,1399,0.5000,0.0000,0,0,0,1
844,1031,1372,0.6667,0.0260,0,0,1,0
845,1032,4435,0.2500,0.1708,0,0,1,0
846,1012,4604,0.3333,0.0081,0,0,0,1
847,356,618,0.0000,0.1453,0,0,0,0
848,940,1709,0.3333,0.1116,0,0,0,0
849,75,10,0.0000,1.0000,0,0,0,0
850,8317,1931,0.8000,0.0308,0,0,1,0
851,208,179,0.5000,0.3548,0,0,0,0
852,1495,7,0.2500,0.0000,0,0,1,0
853,361,977,0.0000,0.0065,0,0,0,0
854,184,424,0.0000,0.1923,0,0,0,0
855,277,469,0.5000,0.1528,0,0,0,0
856,671,1666,0.2500,0.1667,0,0,1,0
857,1248,1498,0.5000,0.0909,0,0,0,1
858,1131,2132,0.5000,0.0942,0,0,1,0
859,691,49,0.5000,0.0000,0,0,0,0
860,311,1989,0.3333,0.0308,0,0,0,1
861,1386,2606,0.2000,0.0998,0,0,1,1
862,497,408,1.0000,0.0000,0,0,0,0
863,3878,2823,0.2000,0.0830,0,0,0,1
864,1113,2651,0.5000,0.0800,0,0,1,1
865,1516,1901,0.6667,0.0103,0,0,0,0
866,1024,3069,0.2000,0.0548,0,0,1,1
867,71,375,1.0000,0.0000,0,0,0,0
868,551,2676,0.0000,0.0790,0,1,0,0
869,596,319,1.0000,0.0000,0,0,0,0
870,197,1135,0.6667,0.0000,0,0,0,0
871,1758,1356,0.7500,0.0457,0,0,1,1
872,372,643,0.0000,0.0789,0,0,0,0
873,1000,1705,0.5000,0.0727,0,0,1,1
874,615,520,0.6667,0.0000,0,0,1,0
875,37,14,1.0000,0.0000,0,0,0,0
876,656,1252,0.5000,0.0000,0,0,0,1
877,488,184,1.0000,0.0000,0,0,0,0
878,456,1313,0.0000,0.0435,0,0,0,1
879,144,39,1.0000,0.8182,0,0,0,0
880,144,1610,0.0000,0.0000,1,0,0,1
881,244,2532,0.0000,0.0365,0,0,0,1
882,456,333,0.6667,0.0233,0,0,1,0
883,269,696,0.0000,0.1379,0,0,0,1
884,825,618,1.0000,0.0000,0,0,0,0
885,1607,7,0.2500,0.0000,0,0,1,0
886,1787,7,0.2500,0.0000,0,0,1,0
887,1684,87,0.2500,0.5385,0,0,1,0
888,314,21,1.0000,0.0000,0,0,0,0
889,319,26,1.0000,0.0000,0,0,0,0
890,1345,2490,0.5000,0.0104,0,0,0,1
891,1228,2582,0.5000,0.0971,0,0,0,1
892,784,4,0.0000,0.0000,0,0,0,0
893,406,1620,0.5000,0.0402,0,0,0,0
894,175,25,1.0000,0.0000,0,0,0,0
895,666,1536,1.0000,0.0356,0,0,0,0
896,560,730,1.0000,0.0000,0,0,0,0
897,1652,5,0.2500,0.0000,0,0,1,0
898,168,2513,0.0000,0.0057,0,0,0,1
899,238,926,0.0000,0.1118,0,0,0,0
900,310,18,1.0000,0.0000,0,0,0,0
901,1690,2807,0.2500,0.1432,0,0,1,1
902,84,742,0.0000,0.0000,0,0,0,0
903,1157,2860,0.6000,0.0354,0,0,1,1
904,85,451,1.0000,0.0000,0,0,0,0
905,134,373,1.0000,0.0000,0,0,0,0
906,812,884,0.0000,0.0246,0,0,0,0
907,316,24,1.0000,0.0000,0,0,0,0
908,422,1197,0.0000,0.0670,0,0,0,1
909,840,2246,0.6667,0.1259,0,0,0,0
910,1604,3654,0.4000,0.1276,0,0,1,1
911,109,1911,0.0000,0.0000,0,0,0,1
912,1024,2765,0.2500,0.0727,0,0,1,0
913,1360,3209,0.2000,0.1501,0,0,1,1
914,634,1489,0.0000,0.0960,0,0,0,1
915,3461,3,0.0000,0.0000,0,0,1,0
916,1052,3979,0.6667,0.0488,0,0,1,1
917,73,609,0.0000,0.0000,1,0,0,1
918,1187,473,0.5000,0.0000,0,0,1,0
919,478,2557,0.4000,0.0073,0,0,0,1
920,959,2609,0.3333,0.0373,0,0,0,1
921,140,1300,0.0000,0.0000,0,0,0,0
922,664,1674,0.0000,0.0599,0,0,0,1
923,69,45,1.0000,0.0000,0,0,0,0
924,835,1112,1.0000,0.0773,0,0,0,0
925,414,74,0.0000,0.1111,0,0,0,0
926,693,2756,0.5000,0.0750,0,0,1,1
927,101,366,0.0000,0.0000,0,0,0,1
928,391,3624,0.5000,0.0404,0,0,0,1
929,666,591,0.0000,0.1379,0,0,0,0
930,270,1678,0.0000,0.0089,1,0,0,0
931,1395,1950,0.2000,0.0965,0,0,1,1
932,202,575,0.0000,0.0125,1,0,0,0
933,1194,1975,0.2500,0.1771,1,0,1,0
934,950,1849,0.5000,0.1715,0,0,1,1
935,599,2516,0.2500,0.0233,1,0,1,0
936,979,1111,0.5000,0.0000,0,0,1,0
937,112,307,1.0000,0.0000,0,0,0,0
938,1473,714,0.5000,0.0000,0,0,1,0
939,319,1886,0.0000,0.0000,0,0,0,1
940,191,136,0.3333,0.0000,0,0,1,0
941,322,29,1.0000,0.0000,0,0,0,0
942,216,332,0.0000,0.0167,0,0,0,0
943,191,2202,0.0000,0.0000,1,0,0,1
944,1250,2246,0.4000,0.0784,0,0,1,1
945,131,2845,0.0000,0.0096,0,0,0,1
946,994,2402,0.6667,0.0883,0,0,1,1
947,205,134,1.0000,0.0000,0,0,0,0
948,567,526,1.0000,0.0506,0,0,0,0
949,805,5211,0.2500,0.0095,0,0,0,1
950,1584,2729,0.2000,0.0630,0,0,1,1
951,821,1370,0.5000,0.0091,0,0,1,1
952,869,109,0.0000,0.0000,0,0,0,0
953,575,1979,0.5000,0.0201,0,0,1,1
954,766,319,0.6667,0.0000,0,0,1,0
955,2519,1739,0.2000,0.0595,0,0,0,1
956,1692,8,0.2500,0.0000,0,0,1,0
957,315,2265,0.0000,0.0000,0,0,0,0
958,545,135,1.0000,0.0000,0,0,0,0
959,1377,3416,0.4000,0.1223,0,0,1,1
960,37,308,1.0000,0.0000,0,0,0,0
961,1723,428,1.0000,0.0000,0,0,0,0
962,198,1803,0.0000,0.0000,0,0,0,0
963,1285,3171,0.2000,0.1096,0,0,1,1
964,272,1716,0.0000,0.0766,0,0,0,0
965,192,1425,0.0000,0.0426,0,0,0,1
966,1121,2758,0.4000,0.1202,0,0,1,1
967,498,1008,0.0000,0.1081,0,0,0,1
968,185,16,0.0000,0.0000,0,0,0,0
969,553,555,0.0000,0.0645,0,0,0,0
970,475,465,0.0000,0.0962,0,0,0,0
971,330,1375,0.6667,0.0096,0,0,0,0
972,659,458,1.0000,0.0000,0,0,0,0
973,531,206,1.0000,0.0000,0,0,0,0
974,33,52,0.0000,0.4118,0,0,0,0
975,654,8,0.0000,0.0000,0,0,0,0
976,310,20,1.0000,0.0000,0,0,0,0
977,1047,493,1.0000,0.0000,0,0,0,0
978,1245,2853,0.5000,0.1270,0,0,1,1
979,332,895,0.0000,0.0000,0,0,0,1
980,1757,991,0.5000,0.0178,0,0,1,1
981,1025,309,0.3333,0.0000,0,0,0,0
982,527,591,0.0000,0.1029,0,0,0,0
983,242,1043,1.0000,0.0898,0,0,0,0
984,122,1860,0.0000,0.0000,0,0,0,0
985,1910,3254,0.4000,0.1254,0,0,1,1
986,396,1124,0.0000,0.0000,0,0,0,0
987,1420,1933,0.5000,0.0520,0,0,1,1
988,608,136,0.6667,0.0000,0,0,0,0
989,226,134,0.0000,0.2400,0,0,1,0
990,69,120,1.0000,0.0833,0,0,0,0
991,290,371,0.0000,0.1449,0,0,0,0
992,2961,85,0.0000,0.0000,0,0,0,0
993,310,19,1.0000,0.0000,0,0,0,0
994,156,99,1.0000,0.0000,0,0,0,0
995,255,597,0.0000,0.1262,0,0,0,1
996,314,21,1.0000,0.0000,0,0,0,0
997,456,154,1.0000,0.0000,0,0,0,0
998,1687,7,0.2500,0.0000,0,0,1,0
999,53,564,1.0000,0.0000,0,0,0,0
1000,54,2104,0.0000,0.0000,0,0,0,0
1001,652,2671,0.2000,0.0687,0,0,1,1
1002,709,193,0.3333,0.0000,0,0,1,0
1003,1401,118,1.0000,0.5000,0,0,0,0
1004,1172,2835,0.6667,0.0550,0,0,1,1
1005,250,450,0.0000,0.2045,0,0,0,0
1006,497,849,0.2500,0.0602,0,0,0,1
1007,915,2837,0.4000,0.1132,1,0,0,1
1008,1657,68,0.5000,0.0909,0,0,0,0
1009,87,275,1.0000,0.0000,0,0,0,0
1010,4341,1027,0.2000,0.0500,0,0,0,1
1011,2629,5714,0.2500,0.0239,0,0,0,1
1012,513,1343,0.0000,0.1741,0,0,0,1
1013,38,50,0.0000,0.2000,0,0,0,0
1014,2270,3946,0.2500,0.0574,0,0,0,1
1015,439,314,0.0000,0.1220,0,0,0,0
1016,224,947,1.0000,0.0000,1,0,0,0
1017,369,270,0.5000,0.0000,0,0,0,0
1018,1667,2534,0.6667,0.0000,0,0,1,0
1019,1739,3169,0.6667,0.0733,0,0,0,0
1020,1302,1980,0.2500,0.2878,0,0,1,0
1021,254,410,0.0000,0.0132,0,0,0,0
1022,51,2087,0.0000,0.0065,0,0,0,0
1023,635,1812,0.0000,0.0294,0,0,0,1
1024,753,375,1.0000,0.0000,0,0,0,0
1025,309,17,1.0000,0.0000,0,0,0,0
1026,55,186,1.0000,0.0000,0,0,0,0
1027,1109,2348,0.2000,0.0803,0,0,1,1
1028,1769,7,0.2500,0.0000,0,0,1,0
1029,1123,1801,1.0000,0.9888,0,0,1,1
1030,573,291,1.0000,0.0000,0,0,0,0
1031,1048,2176,0.4000,0.0955,0,0,1,1
1032,514,1492,0.3333,0.0218,0,0,0,0
1033,147,287,0.0000,0.2000,0,0,0,0
1034,308,16,1.0000,0.0000,0,0,0,0
1035,1106,1560,0.3333,0.1848,0,0,1,0
1036,798,720,1.0000,0.0000,0,0,0,0
1037,53,4651,0.0000,0.0006,0,0,0,0
1038,315,23,1.0000,0.0000,0,0,0,0
1039,1138,1677,0.6000,0.0171,1,0,0,1
1040,238,897,0.0000,0.0000,0,0,0,0
1041,845,526,1.0000,0.0000,0,0,0,0
1042,2194,2846,0.2500,0.0338,0,0,0,0
1043,420,338,0.0000,0.0000,0,0,0,1
1044,90,239,1.0000,0.0000,0,0,0,0
1045,1485,1897,0.3333,0.0521,0,0,1,0
1046,180,698,0.0000,0.0084,0,0,0,0
1047,402,2696,0.5000,0.1773,1,0,1,1
1048,319,26,1.0000,0.0000,0,0,0,0
1049,1015,408,1.0000,0.0000,0,0,0,0
1050,1617,5,0.2500,0.0000,0,0,1,0
1051,294,1106,0.0000,0.0811,0,0,0,1
1052,50,176,0.0000,0.0333,0,0,0,0
1053,58,1480,0.0000,0.0000,0,0,0,1
1054,740,472,1.0000,0.0441,0,0,0,0
1055,1878,8,0.2500,0.0000,0,0,1,0
1056,309,18,1.0000,0.0000,0,0,0,0
1057,229,54,0.0000,0.0000,0,0,0,0
1058,38,3639,0.0000,0.0000,0,0,0,1
1059,1299,1749,0.6667,0.0157,1,0,0,0
1060,1214,67,0.3333,0.0769,0,0,1,0
1061,1044,342,0.4000,0.0000,0,0,1,0
1062,298,587,0.0000,0.4123,0,0,0,1
1063,425,44,0.0000,0.0000,0,0,0,0
1064,1268,2073,0.7500,0.1514,0,0,1,1
1065,314,22,1.0000,0.0000,0,0,0,0
1066,1142,3427,0.5000,0.1042,0,0,1,1
1067,69,2466,0.0000,0.0000,1,0,0,1
1068,240,1341,0.5000,0.0233,1,0,0,1
1069,621,2678,0.2500,0.1584,0,0,0,1
1070,2136,2498,0.3333,0.0296,0,0,0,1
1071,333,1285,0.0000,0.0000,0,0,0,0
1072,1859,2307,0.7500,0.0512,0,0,1,1
1073,316,768,0.0000,0.0000,0,0,0,0
1074,759,332,1.0000,0.7115,0,0,0,0
1075,469,1558,0.0000,0.1787,0,0,0,0
1076,725,719,0.6667,0.0000,0,0,1,0
1077,96,367,1.0000,0.0615,0,0,0,0
1078,162,3304,0.0000,0.0057,0,0,0,0
1079,585,138,1.0000,0.0000,0,0,0,0
1080,254,1020,0.3333,0.1119,0,0,0,0
1081,829,772,0.6667,0.0000,0,0,1,0
1082,1329,405,0.3333,0.0000,0,0,0,0
1083,131,1704,0.0000,0.0000,0,0,0,1
1084,561,723,0.0000,0.0000,0,0,0,0
1085,960,1694,0.0000,0.0087,0,0,0,1
1086,626,1299,0.0000,0.0688,0,0,0,1
1087,434,2926,0.0000,0.0000,0,0,0,1
1088,470,718,0.0000,0.2522,0,0,0,1
1089,109,1334,0.0000,0.0653,0,0,0,0
1090,1201,5479,0.5000,0.0212,0,0,1,1
1091,554,17,1.0000,1.0000,0,0,0,0
1092,431,3687,0.5000,0.0110,0,0,0,0
1093,1315,3205,0.4000,0.0704,0,0,1,1
1094,1576,8,0.2500,0.0000,0,0,1,0
1095,1916,933,0.2000,0.0000,0,0,1,0
1096,214,5,0.0000,0.0000,0,0,0,0
1097,442,250,1.0000,0.1778,0,0,0,0
1098,311,19,1.0000,0.0000,0,0,0,0
1099,1282,2990,0.4000,0.0192,0,0,1,1
1100,203,2384,0.0000,0.0123,0,0,0,1
1101,1193,1747,0.2000,0.0846,0,0,1,1
1102,979,2060,0.5000,0.1625,0,0,1,1
1103,169,414,0.0000,0.2564,0,0,0,0
1104,316,23,1.0000,0.0000,0,0,0,0
1105,1708,8,0.2500,0.0000,0,0,1,0
1106,1008,5720,0.2500,0.0000,0,0,0,1
1107,277,371,0.5000,0.0500,0,0,0,0
1108,1649,8,0.2500,0.0000,0,0,1,0
1109,315,25,1.0000,0.0000,0,0,0,0
1110,30,267,1.0000,0.0000,0,0,0,0
1111,744,8,0.5000,0.0000,0,0,0,0
1112,773,1417,0.3333,0.1404,1,0,0,0
1113,493,1260,0.2500,0.0355,0,0,0,1
1114,77,450,0.0000,0.0000,0,0,0,0
1115,350,1517,0.0000,0.0370,0,0,0,1
1116,996,1702,0.8000,0.1101,1,0,1,1
1117,312,20,1.0000,0.0000,0,0,0,0
